,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality,color,acidity_levels
5156,8.1,0.2,0.28,0.9,0.023,49.0,87.0,0.9906200000000001,2.92,0.36,11.1,6,white,high
5157,5.7,0.22,0.22,16.65,0.044000000000000004,39.0,110.0,0.99855,3.24,0.48,9.0,6,white,medium
5158,7.5,0.34,0.24,3.85,0.031,5.0,34.0,0.99098,3.01,0.36,11.8,4,white,high
5159,6.6,0.64,0.28,4.4,0.032,19.0,78.0,0.99036,3.11,0.62,12.9,6,white,high
5160,7.0,0.48,0.12,4.5,0.05,23.0,86.0,0.99398,2.86,0.35,9.0,5,white,high
5161,7.6,0.37,0.34,3.2,0.027999999999999997,42.0,162.0,0.9903,3.01,0.33,12.4,6,white,high
5162,7.0,0.48,0.12,4.5,0.05,23.0,86.0,0.99398,2.86,0.35,9.0,5,white,high
5163,6.6,0.64,0.28,4.4,0.032,19.0,78.0,0.99036,3.11,0.62,12.9,6,white,high
5164,8.0,0.25,0.27,9.7,0.036000000000000004,15.0,85.0,0.99406,2.99,0.36,11.2,6,white,high
5165,7.6,0.38,0.28,4.2,0.028999999999999998,7.0,112.0,0.9906,3.0,0.41,12.6,6,white,high
5166,6.9,0.26,0.27,4.2,0.031,20.0,80.0,0.9908899999999999,3.12,0.39,11.5,6,white,mod_high
5167,7.8,0.15,0.34,1.1,0.035,31.0,93.0,0.9909600000000001,3.07,0.72,11.3,7,white,high
5168,8.0,0.25,0.27,9.7,0.036000000000000004,15.0,85.0,0.99406,2.99,0.36,11.2,6,white,high
5169,6.9,0.26,0.27,4.2,0.031,20.0,80.0,0.9908899999999999,3.12,0.39,11.5,6,white,mod_high
5170,5.9,0.655,0.0,5.6,0.033,8.0,31.0,0.9936,3.32,0.51,10.5,4,white,medium
5171,7.6,0.38,0.28,4.2,0.028999999999999998,7.0,112.0,0.9906,3.0,0.41,12.6,6,white,high
5172,7.8,0.31,0.4,1.6,0.027000000000000003,20.0,87.0,0.9911,3.15,0.48,11.9,6,white,mod_high
5173,8.1,0.17,0.21,1.6,0.036000000000000004,24.0,119.0,0.9939600000000001,3.18,0.52,10.1,6,white,mod_high
5174,6.8,0.18,0.28,1.1,0.027000000000000003,32.0,112.0,0.9908899999999999,3.15,0.45,11.0,7,white,mod_high
5175,7.4,0.28,0.36,14.6,0.048,35.0,161.0,0.9968,3.14,0.56,10.6,5,white,mod_high
5176,7.3,0.23,0.27,2.6,0.035,39.0,120.0,0.9913799999999999,3.04,0.59,11.3,7,white,high
5177,6.7,0.22,0.22,1.2,0.038,5.0,124.0,0.99098,3.1,0.37,11.2,4,white,high
5178,7.4,0.25,0.28,7.25,0.027999999999999997,14.0,78.0,0.9923799999999999,2.94,0.37,11.5,7,white,high
5179,7.5,0.3,0.21,6.55,0.026000000000000002,33.0,143.0,0.99244,2.92,0.35,11.1,5,white,high
5180,7.2,0.26,0.24,7.0,0.023,19.0,130.0,0.9917600000000001,3.14,0.49,12.8,7,white,mod_high
5181,6.3,0.32,0.32,1.5,0.037000000000000005,12.0,76.0,0.98993,3.3,0.46,12.3,6,white,medium
5182,7.7,0.24,0.3,1.4,0.040999999999999995,15.0,102.0,0.9929,3.26,0.53,10.4,6,white,medium
5183,7.4,0.25,0.28,7.25,0.027999999999999997,14.0,78.0,0.9923799999999999,2.94,0.37,11.5,7,white,high
5184,7.0,0.24,0.35,1.0,0.032,42.0,104.0,0.98988,3.16,0.37,11.7,7,white,mod_high
5185,5.8,0.28,0.28,4.2,0.044000000000000004,52.0,158.0,0.992,3.35,0.44,10.7,7,white,low
5186,6.8,0.19,0.71,17.5,0.042,21.0,114.0,0.99784,2.85,0.5,9.5,6,white,high
5187,6.8,0.19,0.71,17.5,0.042,21.0,114.0,0.99784,2.85,0.5,9.5,6,white,high
5188,6.8,0.19,0.71,17.5,0.042,21.0,114.0,0.99784,2.85,0.5,9.5,6,white,high
5189,6.6,0.19,0.35,1.5,0.037000000000000005,37.0,107.0,0.99006,3.18,0.68,12.0,7,white,mod_high
5190,6.4,0.28,0.36,1.3,0.053,28.0,186.0,0.99211,3.31,0.45,10.8,5,white,medium
5191,5.6,0.28,0.27,3.9,0.043,52.0,158.0,0.9920200000000001,3.35,0.44,10.7,7,white,low
5192,5.6,0.28,0.28,4.2,0.044000000000000004,52.0,158.0,0.992,3.35,0.44,10.7,7,white,low
5193,6.8,0.19,0.32,7.6,0.049,37.0,107.0,0.9933200000000001,3.12,0.44,10.7,7,white,mod_high
5194,7.2,0.16,0.29,1.0,0.031,40.0,123.0,0.9895799999999999,3.12,0.4,12.1,7,white,mod_high
5195,6.6,0.17,0.28,1.1,0.034,55.0,108.0,0.98939,3.0,0.52,11.9,7,white,high
5196,6.6,0.19,0.28,11.8,0.042,54.0,137.0,0.99492,3.18,0.37,10.8,6,white,mod_high
5197,5.8,0.2,0.24,1.4,0.033,65.0,169.0,0.9904299999999999,3.59,0.56,12.3,7,white,low
5198,6.6,0.39,0.38,9.7,0.053,49.0,226.0,0.99787,3.3,0.57,9.4,6,white,medium
5199,6.8,0.12,0.3,12.9,0.049,32.0,88.0,0.99654,3.2,0.35,9.9,6,white,mod_high
5200,6.6,0.295,0.24,1.6,0.039,29.0,140.0,0.9930399999999999,3.35,0.61,10.4,7,white,low
5201,6.6,0.26,0.24,7.2,0.038,28.0,137.0,0.9952,3.35,0.6,10.4,6,white,low
5202,7.0,0.32,0.27,7.1,0.027000000000000003,37.0,122.0,0.99165,3.15,0.6,12.6,7,white,mod_high
5203,7.4,0.36,0.23,1.9,0.017,31.0,69.0,0.9892,2.93,0.36,12.5,6,white,high
5204,6.7,0.35,0.48,8.8,0.055999999999999994,35.0,167.0,0.9962799999999999,3.04,0.47,9.4,5,white,high
5205,6.4,0.38,0.24,7.2,0.047,41.0,151.0,0.9960399999999999,3.11,0.6,9.2,5,white,high
5206,6.8,0.14,0.18,1.4,0.047,30.0,90.0,0.99164,3.27,0.54,11.2,6,white,medium
5207,7.0,0.16,0.25,14.3,0.044000000000000004,27.0,149.0,0.998,2.91,0.46,9.2,6,white,high
5208,7.0,0.16,0.25,14.3,0.044000000000000004,27.0,149.0,0.998,2.91,0.46,9.2,6,white,high
5209,6.7,0.35,0.48,8.8,0.055999999999999994,35.0,167.0,0.9962799999999999,3.04,0.47,9.4,5,white,high
5210,6.8,0.14,0.18,1.4,0.047,30.0,90.0,0.99164,3.27,0.54,11.2,6,white,medium
5211,6.8,0.16,0.18,1.8,0.046,31.0,114.0,0.99226,3.27,0.55,10.8,6,white,medium
5212,7.0,0.16,0.25,14.3,0.044000000000000004,27.0,149.0,0.998,2.91,0.46,9.2,6,white,high
5213,6.4,0.38,0.24,7.2,0.047,41.0,151.0,0.9960399999999999,3.11,0.6,9.2,5,white,high
5214,7.2,0.24,0.3,1.2,0.037000000000000005,11.0,95.0,0.9891399999999999,2.96,0.36,12.5,6,white,high
5215,7.7,0.32,0.61,11.8,0.040999999999999995,66.0,188.0,0.9979399999999999,3.0,0.54,9.3,5,white,high
5216,7.0,0.29,0.33,0.9,0.040999999999999995,20.0,117.0,0.9904799999999999,3.21,0.5,11.4,5,white,mod_high
5217,7.1,0.27,0.24,12.6,0.044000000000000004,48.0,118.0,0.99726,3.04,0.56,10.0,7,white,high
5218,6.8,0.45,0.28,26.05,0.031,27.0,122.0,1.00295,3.06,0.42,10.6,6,white,high
5219,6.3,0.2,0.26,4.7,0.04,108.0,168.0,0.9927799999999999,3.07,0.75,10.7,7,white,high
5220,7.1,0.27,0.24,12.6,0.044000000000000004,48.0,118.0,0.99726,3.04,0.56,10.0,7,white,high
5221,7.2,0.24,0.3,1.2,0.037000000000000005,11.0,95.0,0.9891399999999999,2.96,0.36,12.5,6,white,high
5222,6.8,0.45,0.28,26.05,0.031,27.0,122.0,1.00295,3.06,0.42,10.6,6,white,high
5223,6.6,0.36,0.28,6.1,0.028999999999999998,12.0,93.0,0.99054,3.19,0.27,12.8,7,white,mod_high
5224,7.7,0.32,0.61,11.8,0.040999999999999995,66.0,188.0,0.9979399999999999,3.0,0.54,9.3,5,white,high
5225,7.0,0.29,0.33,0.9,0.040999999999999995,20.0,117.0,0.9904799999999999,3.21,0.5,11.4,5,white,mod_high
5226,6.4,0.37,0.2,5.6,0.11699999999999999,61.0,183.0,0.99459,3.24,0.43,9.5,5,white,medium
5227,6.4,0.38,0.2,5.3,0.11699999999999999,57.0,181.0,0.99459,3.24,0.43,9.5,6,white,medium
5228,6.4,0.36,0.2,5.7,0.11800000000000001,61.0,172.0,0.9946,3.24,0.43,9.5,6,white,medium
5229,6.6,0.3,0.25,8.0,0.036000000000000004,21.0,124.0,0.9936200000000001,3.06,0.38,10.8,6,white,high
5230,6.6,0.3,0.25,8.0,0.036000000000000004,21.0,124.0,0.9936200000000001,3.06,0.38,10.8,6,white,high
5231,6.5,0.21,0.51,17.6,0.045,34.0,125.0,0.99966,3.2,0.47,8.8,6,white,mod_high
5232,6.6,0.3,0.25,8.0,0.036000000000000004,21.0,124.0,0.9936200000000001,3.06,0.38,10.8,6,white,high
5233,7.6,0.31,0.27,8.8,0.021,57.0,156.0,0.9944200000000001,3.08,0.38,11.0,7,white,high
5234,5.8,0.58,0.0,1.5,0.02,33.0,96.0,0.98918,3.29,0.38,12.4,6,white,medium
5235,6.5,0.26,0.39,1.4,0.02,12.0,66.0,0.9908899999999999,3.25,0.75,11.3,7,white,medium
5236,8.7,0.3,0.34,4.8,0.018000000000000002,23.0,127.0,0.99474,3.12,0.49,11.2,7,white,mod_high
5237,6.4,0.29,0.32,2.4,0.013999999999999999,34.0,89.0,0.99008,3.24,0.66,12.5,7,white,medium
5238,6.7,0.13,0.32,3.7,0.017,32.0,99.0,0.9934799999999999,3.12,0.44,10.0,6,white,mod_high
5239,6.8,0.19,0.33,4.9,0.047,42.0,130.0,0.9928299999999999,3.12,0.56,11.0,6,white,mod_high
5240,6.0,0.25,0.4,5.7,0.052000000000000005,56.0,152.0,0.99398,3.16,0.88,10.5,6,white,mod_high
5241,6.0,0.25,0.4,5.7,0.052000000000000005,56.0,152.0,0.99398,3.16,0.88,10.5,6,white,mod_high
5242,6.8,0.19,0.33,4.9,0.047,42.0,130.0,0.9928299999999999,3.12,0.56,11.0,6,white,mod_high
5243,6.4,0.24,0.23,2.0,0.046,30.0,133.0,0.9908,3.12,0.54,11.4,7,white,mod_high
5244,5.9,0.18,0.28,5.1,0.039,50.0,139.0,0.99165,3.16,0.44,11.3,6,white,mod_high
5245,7.2,0.33,0.22,4.5,0.031,10.0,73.0,0.9907600000000001,2.97,0.52,12.2,7,white,high
5246,6.4,0.29,0.24,3.2,0.037000000000000005,31.0,95.0,0.9894200000000001,2.9,0.66,12.6,7,white,high
5247,7.3,0.31,0.25,6.65,0.032,30.0,138.0,0.99244,2.9,0.37,11.1,5,white,high
5248,7.0,0.29,0.37,1.6,0.035,34.0,126.0,0.9905799999999999,3.26,0.47,12.3,6,white,medium
5249,6.9,0.19,0.6,4.0,0.037000000000000005,6.0,122.0,0.99255,2.92,0.59,10.4,4,white,high
5250,6.3,0.32,0.17,17.75,0.06,51.0,190.0,0.99916,3.13,0.48,8.8,6,white,mod_high
5251,6.6,0.085,0.33,1.4,0.036000000000000004,17.0,109.0,0.99306,3.27,0.61,9.5,6,white,medium
5252,6.3,0.32,0.17,17.75,0.06,51.0,190.0,0.99916,3.13,0.48,8.8,6,white,mod_high
5253,6.8,0.18,0.32,7.2,0.047,17.0,109.0,0.99498,3.42,0.44,10.4,6,white,low
5254,6.8,0.52,0.26,5.7,0.038,27.0,130.0,0.99,3.11,0.27,13.0,7,white,high
5255,7.1,0.28,0.28,8.5,0.03,25.0,191.0,0.9933799999999999,3.16,0.46,12.2,7,white,mod_high
5256,5.7,0.15,0.47,11.4,0.035,49.0,128.0,0.99456,3.03,0.34,10.5,8,white,high
5257,5.8,0.275,0.3,5.4,0.043,41.0,149.0,0.9926,3.33,0.42,10.8,7,white,low
5258,5.4,0.53,0.16,2.7,0.036000000000000004,34.0,128.0,0.98856,3.2,0.53,13.2,8,white,mod_high
5259,5.8,0.32,0.28,4.3,0.032,46.0,115.0,0.98946,3.16,0.57,13.0,8,white,mod_high
5260,6.7,0.22,0.39,1.2,0.049,26.0,152.0,0.99346,3.5,0.47,10.0,6,white,low
5261,6.1,0.6,0.12,1.8,0.05,11.0,76.0,0.9926799999999999,3.42,0.48,10.4,4,white,low
5262,6.5,0.26,0.31,1.3,0.034,59.0,145.0,0.98944,3.16,0.54,12.4,6,white,mod_high
5263,5.0,0.29,0.54,5.7,0.035,54.0,155.0,0.9897600000000001,3.27,0.34,12.9,8,white,medium
5264,5.4,0.53,0.16,2.7,0.036000000000000004,34.0,128.0,0.98856,3.2,0.53,13.2,8,white,mod_high
5265,6.8,0.21,0.26,11.7,0.038,61.0,152.0,0.99523,3.02,0.56,10.5,7,white,high
5266,5.8,0.32,0.28,4.3,0.032,46.0,115.0,0.98946,3.16,0.57,13.0,8,white,mod_high
5267,6.5,0.27,0.26,11.0,0.03,2.0,82.0,0.9940200000000001,3.07,0.36,11.2,5,white,high
5268,5.9,0.37,0.32,1.6,0.028999999999999998,41.0,102.0,0.98916,3.41,0.55,12.7,7,white,low
5269,6.2,0.21,0.18,11.6,0.044000000000000004,61.0,155.0,0.99655,3.14,0.52,9.4,6,white,mod_high
5270,6.8,0.3,0.29,6.2,0.025,29.0,95.0,0.9907100000000001,3.03,0.32,12.9,7,white,high
5271,7.3,0.41,0.29,1.8,0.032,26.0,74.0,0.9888899999999999,2.96,0.35,13.0,8,white,high
5272,5.4,0.3,0.3,1.2,0.028999999999999998,25.0,93.0,0.9874200000000001,3.31,0.4,13.6,7,white,medium
5273,6.6,0.34,0.2,1.0,0.053,26.0,112.0,0.99336,3.32,0.55,9.1,5,white,medium
5274,5.6,0.25,0.19,2.4,0.049,42.0,166.0,0.992,3.25,0.43,10.4,6,white,medium
5275,5.3,0.3,0.3,1.2,0.028999999999999998,25.0,93.0,0.9874200000000001,3.31,0.4,13.6,7,white,medium
5276,6.9,0.58,0.58,8.2,0.032,29.0,169.0,0.99275,3.28,0.44,12.2,6,white,medium
5277,7.2,0.23,0.25,18.8,0.085,19.0,111.0,1.00044,3.1,0.51,8.7,5,white,high
5278,7.1,0.2,0.27,9.6,0.037000000000000005,19.0,105.0,0.99444,3.04,0.37,10.5,7,white,high
5279,6.8,0.15,0.41,12.9,0.044000000000000004,79.5,183.0,0.9974200000000001,3.24,0.78,10.2,6,white,medium
5280,7.0,0.22,0.26,9.2,0.027000000000000003,37.0,122.0,0.9922799999999999,3.06,0.34,12.5,8,white,high
5281,6.4,0.16,0.44,1.2,0.051,39.0,122.0,0.9905799999999999,3.11,0.75,11.3,7,white,high
5282,6.8,0.15,0.41,12.9,0.044000000000000004,79.5,183.0,0.9974200000000001,3.24,0.78,10.2,6,white,medium
5283,6.8,0.31,0.3,8.0,0.027999999999999997,33.0,122.0,0.99164,3.13,0.63,12.6,7,white,mod_high
5284,6.8,0.15,0.41,12.9,0.044000000000000004,79.5,183.0,0.9974200000000001,3.24,0.78,10.2,6,white,medium
5285,7.6,0.3,0.37,1.6,0.087,27.0,177.0,0.9943799999999999,3.09,0.5,9.8,5,white,high
5286,6.0,0.16,0.27,12.0,0.03,39.0,98.0,0.9940200000000001,3.15,0.34,10.8,5,white,mod_high
5287,7.1,0.21,0.35,2.5,0.04,41.0,186.0,0.9912799999999999,3.32,0.56,12.5,6,white,medium
5288,7.0,0.22,0.26,9.2,0.027000000000000003,37.0,122.0,0.9922799999999999,3.06,0.34,12.5,8,white,high
5289,5.6,0.21,0.24,4.4,0.027000000000000003,37.0,150.0,0.991,3.3,0.31,11.5,7,white,medium
5290,7.4,0.22,0.26,8.8,0.027000000000000003,23.0,112.0,0.9931,2.98,0.41,11.4,6,white,high
5291,7.1,0.2,0.27,9.6,0.037000000000000005,19.0,105.0,0.99444,3.04,0.37,10.5,7,white,high
5292,6.8,0.31,0.3,8.0,0.027999999999999997,33.0,122.0,0.99164,3.13,0.63,12.6,7,white,mod_high
5293,7.2,0.23,0.25,18.8,0.085,19.0,111.0,1.00044,3.1,0.51,8.7,5,white,high
5294,6.4,0.15,0.4,1.3,0.053,61.0,146.0,0.9911200000000001,3.17,0.68,11.0,6,white,mod_high
5295,6.4,0.16,0.44,1.2,0.051,39.0,122.0,0.9905799999999999,3.11,0.75,11.3,7,white,high
5296,6.8,0.15,0.41,12.9,0.044000000000000004,79.5,182.0,0.9974200000000001,3.24,0.78,10.2,6,white,medium
5297,6.3,0.22,0.34,1.2,0.036000000000000004,32.0,96.0,0.98961,3.06,0.74,11.6,6,white,high
5298,7.6,0.3,0.37,1.6,0.087,27.0,177.0,0.9943799999999999,3.09,0.5,9.8,5,white,high
5299,7.0,0.3,0.27,1.5,0.076,24.0,145.0,0.99344,3.1,0.52,10.1,5,white,high
5300,6.6,0.26,0.22,18.15,0.05,23.0,139.0,0.9990399999999999,3.06,0.5,9.2,5,white,high
5301,7.5,0.24,0.31,13.1,0.05,26.0,180.0,0.99884,3.05,0.53,9.1,6,white,high
5302,7.5,0.24,0.31,13.1,0.05,26.0,180.0,0.99884,3.05,0.53,9.1,6,white,high
5303,7.5,0.24,0.31,13.1,0.05,26.0,180.0,0.99884,3.05,0.53,9.1,6,white,high
5304,7.5,0.24,0.31,13.1,0.05,26.0,180.0,0.99884,3.05,0.53,9.1,6,white,high
5305,6.6,0.15,0.34,1.0,0.037000000000000005,45.0,79.0,0.98949,2.96,0.5,11.7,6,white,high
5306,6.7,0.34,0.43,1.6,0.040999999999999995,29.0,114.0,0.9901399999999999,3.23,0.44,12.6,6,white,medium
5307,7.7,0.35,0.46,11.8,0.08800000000000001,61.0,183.0,0.9978600000000001,2.86,0.47,9.0,5,white,high
5308,6.7,0.31,0.09,1.4,0.039,53.0,141.0,0.99206,3.12,0.44,10.1,5,white,mod_high
5309,4.7,0.67,0.09,1.0,0.02,5.0,9.0,0.9872200000000001,3.3,0.34,13.6,5,white,medium
5310,7.5,0.24,0.31,13.1,0.05,26.0,180.0,0.99884,3.05,0.53,9.1,6,white,high
5311,6.3,0.2,0.18,10.6,0.045,57.0,159.0,0.99666,3.09,0.54,9.2,5,white,high
5312,6.6,0.28,0.23,10.4,0.049,45.0,190.0,0.99754,3.12,0.51,8.8,5,white,mod_high
5313,8.5,0.18,0.3,1.1,0.027999999999999997,34.0,95.0,0.99272,2.83,0.36,10.0,4,white,high
5314,6.5,0.35,0.38,7.4,0.036000000000000004,20.0,196.0,0.9971200000000001,3.47,0.48,9.1,6,white,low
5315,6.8,0.22,0.26,1.2,0.040999999999999995,29.0,182.0,0.9910399999999999,3.04,0.35,11.2,5,white,high
5316,6.3,0.18,0.24,3.4,0.053,20.0,119.0,0.9937299999999999,3.11,0.52,9.2,6,white,high
5317,6.6,0.26,0.22,18.15,0.05,23.0,139.0,0.9990399999999999,3.06,0.5,9.2,5,white,high
5318,6.6,0.3,0.45,8.0,0.038,54.0,200.0,0.9956,3.18,0.48,9.5,5,white,mod_high
5319,6.3,0.34,0.27,2.5,0.024,40.0,152.0,0.99095,3.35,0.6,11.9,7,white,low
5320,7.7,0.3,0.23,2.0,0.068,28.0,138.0,0.99382,3.11,0.62,9.8,5,white,high
5321,7.7,0.31,0.23,2.0,0.069,29.0,134.0,0.99382,3.11,0.62,9.8,5,white,high
5322,5.7,0.265,0.28,6.9,0.036000000000000004,46.0,150.0,0.9929899999999999,3.36,0.44,10.8,7,white,low
5323,5.4,0.255,0.33,1.2,0.051,29.0,122.0,0.9904799999999999,3.37,0.66,11.3,6,white,low
5324,6.6,0.26,0.28,9.4,0.027999999999999997,13.0,121.0,0.99254,3.17,0.34,12.1,6,white,mod_high
5325,4.8,0.17,0.28,2.9,0.03,22.0,111.0,0.9902,3.38,0.34,11.3,7,white,low
5326,5.7,0.265,0.28,6.9,0.036000000000000004,46.0,150.0,0.9929899999999999,3.36,0.44,10.8,7,white,low
5327,6.2,0.2,0.33,5.4,0.027999999999999997,21.0,75.0,0.9901200000000001,3.36,0.41,13.5,7,white,low
5328,7.5,0.28,0.41,1.3,0.044000000000000004,11.0,126.0,0.99293,3.28,0.45,10.3,5,white,medium
5329,6.2,0.22,0.2,20.8,0.035,58.0,184.0,1.00022,3.11,0.53,9.0,6,white,high
5330,7.0,0.34,0.26,10.3,0.040999999999999995,51.0,166.0,0.99382,3.08,0.35,11.6,6,white,high
5331,7.5,0.28,0.41,1.3,0.044000000000000004,11.0,126.0,0.99293,3.28,0.45,10.3,5,white,medium
5332,6.5,0.19,0.34,1.6,0.028999999999999998,39.0,116.0,0.98954,3.21,0.68,12.5,6,white,mod_high
5333,6.0,0.21,0.29,13.1,0.042,28.0,125.0,0.99936,3.39,0.45,8.6,5,white,low
5334,6.1,0.22,0.46,1.8,0.16,34.0,74.0,0.9884,3.19,0.33,13.4,6,white,mod_high
5335,6.5,0.32,0.48,8.0,0.026000000000000002,18.0,88.0,0.99144,3.22,0.79,12.7,4,white,medium
5336,7.1,0.21,0.72,1.6,0.16699999999999998,65.0,120.0,0.99324,2.97,0.51,9.2,5,white,high
5337,5.6,0.26,0.18,1.4,0.034,18.0,135.0,0.99174,3.32,0.35,10.2,6,white,medium
5338,7.0,0.15,0.28,14.7,0.051,29.0,149.0,0.99792,2.96,0.39,9.0,7,white,high
5339,7.0,0.15,0.28,14.7,0.051,29.0,149.0,0.99792,2.96,0.39,9.0,7,white,high
5340,7.0,0.15,0.28,14.7,0.051,29.0,149.0,0.99792,2.96,0.39,9.0,7,white,high
5341,7.0,0.15,0.28,14.7,0.051,29.0,149.0,0.99792,2.96,0.39,9.0,7,white,high
5342,7.0,0.15,0.28,14.7,0.051,29.0,149.0,0.99792,2.96,0.39,9.0,7,white,high
5343,7.0,0.15,0.28,14.7,0.051,29.0,149.0,0.99792,2.96,0.39,9.0,7,white,high
5344,7.0,0.15,0.28,14.7,0.051,29.0,149.0,0.99792,2.96,0.39,9.0,7,white,high
5345,7.4,0.27,0.28,1.8,0.04,45.0,121.0,0.9904299999999999,3.02,0.4,11.9,5,white,high
5346,6.8,0.22,0.3,10.6,0.07,67.0,194.0,0.99654,2.89,0.42,9.0,6,white,high
5347,6.2,0.24,0.25,12.5,0.055,47.0,134.0,0.9975799999999999,3.3,0.51,9.0,5,white,medium
5348,6.3,0.28,0.29,6.8,0.051,40.0,143.0,0.99374,3.43,0.59,11.0,6,white,low
5349,7.0,0.15,0.28,14.7,0.051,29.0,149.0,0.99792,2.96,0.39,9.0,7,white,high
5350,5.5,0.17,0.23,2.9,0.039,10.0,108.0,0.9924299999999999,3.28,0.5,10.0,5,white,medium
5351,6.5,0.26,0.34,1.4,0.04,25.0,184.0,0.99216,3.29,0.46,10.7,5,white,medium
5352,6.6,0.27,0.33,1.4,0.042,24.0,183.0,0.99215,3.29,0.46,10.7,5,white,medium
5353,5.4,0.46,0.15,2.1,0.026000000000000002,29.0,130.0,0.9895299999999999,3.39,0.77,13.4,8,white,low
5354,7.8,0.19,0.32,7.4,0.015,47.0,124.0,0.9927799999999999,2.99,0.39,11.0,6,white,high
5355,5.5,0.17,0.23,2.9,0.039,10.0,108.0,0.9924299999999999,3.28,0.5,10.0,5,white,medium
5356,6.5,0.26,0.34,1.4,0.04,25.0,184.0,0.99216,3.29,0.46,10.7,5,white,medium
5357,6.6,0.27,0.33,1.4,0.042,24.0,183.0,0.99215,3.29,0.46,10.7,5,white,medium
5358,7.8,0.19,0.32,7.4,0.015,47.0,124.0,0.9927799999999999,2.99,0.39,11.0,6,white,high
5359,7.8,0.2,0.32,5.0,0.016,31.0,101.0,0.9918600000000001,2.99,0.39,11.0,6,white,high
5360,6.1,0.17,0.28,2.5,0.027999999999999997,22.0,98.0,0.99072,3.16,0.37,11.1,7,white,mod_high
5361,7.4,0.2,0.35,6.1,0.025,10.0,40.0,0.99244,2.79,0.52,10.9,5,white,high
5362,6.7,0.39,0.24,2.7,0.017,22.0,80.0,0.9908399999999999,3.03,0.37,11.5,5,white,high
5363,5.4,0.46,0.15,2.1,0.026000000000000002,29.0,130.0,0.9895299999999999,3.39,0.77,13.4,8,white,low
5364,6.9,0.4,0.17,12.9,0.033,59.0,186.0,0.99754,3.08,0.49,9.4,5,white,high
5365,6.9,0.4,0.17,12.9,0.033,59.0,186.0,0.99754,3.08,0.49,9.4,5,white,high
5366,6.9,0.4,0.17,12.9,0.033,59.0,186.0,0.99754,3.08,0.49,9.4,5,white,high
5367,6.3,0.24,0.29,13.7,0.035,53.0,134.0,0.99567,3.17,0.38,10.6,6,white,mod_high
5368,6.9,0.4,0.17,12.9,0.033,59.0,186.0,0.99754,3.08,0.49,9.4,5,white,high
5369,7.4,0.27,0.31,2.4,0.013999999999999999,15.0,143.0,0.9909399999999999,3.03,0.65,12.0,4,white,high
5370,6.1,0.27,0.28,9.8,0.042,61.0,125.0,0.9953200000000001,3.14,0.42,10.2,6,white,mod_high
5371,6.3,0.24,0.29,13.7,0.035,53.0,134.0,0.99567,3.17,0.38,10.6,6,white,mod_high
5372,5.0,0.61,0.12,1.3,0.009000000000000001,65.0,100.0,0.9874,3.26,0.37,13.5,5,white,medium
5373,6.7,0.42,0.39,12.1,0.04,61.0,248.0,0.9979399999999999,3.31,0.58,9.7,5,white,medium
5374,6.5,0.33,0.28,6.1,0.018000000000000002,41.0,103.0,0.9912200000000001,3.24,0.32,12.2,6,white,medium
5375,6.9,0.33,0.31,7.7,0.04,29.0,135.0,0.99226,3.11,0.57,12.3,5,white,high
5376,6.5,0.33,0.28,6.1,0.018000000000000002,41.0,103.0,0.9912200000000001,3.24,0.32,12.2,6,white,medium
5377,6.3,0.15,0.3,1.4,0.022000000000000002,38.0,100.0,0.9909899999999999,3.42,0.57,11.4,7,white,low
5378,6.5,0.32,0.45,7.7,0.022000000000000002,31.0,97.0,0.99134,3.2,0.7,12.7,7,white,mod_high
5379,6.7,0.42,0.39,12.1,0.04,61.0,248.0,0.9979399999999999,3.31,0.58,9.7,5,white,medium
5380,7.4,0.25,0.29,6.8,0.02,31.0,113.0,0.9933799999999999,3.13,0.29,10.8,6,white,mod_high
5381,7.6,0.27,0.3,9.2,0.018000000000000002,23.0,96.0,0.9938,3.08,0.29,11.0,6,white,high
5382,6.4,0.27,0.45,8.3,0.05,52.0,196.0,0.9955,3.18,0.48,9.5,5,white,mod_high
5383,6.5,0.25,0.27,17.4,0.064,29.0,140.0,0.9977600000000001,3.2,0.49,10.1,6,white,mod_high
5384,5.6,0.19,0.31,2.7,0.027000000000000003,11.0,100.0,0.98964,3.46,0.4,13.2,7,white,low
5385,7.4,0.29,0.48,12.8,0.037000000000000005,61.5,182.0,0.99808,3.02,0.34,8.8,5,white,high
5386,6.4,0.34,0.44,8.2,0.043,54.0,201.0,0.99551,3.18,0.48,9.5,5,white,mod_high
5387,6.6,0.27,0.52,8.1,0.044000000000000004,53.0,202.0,0.9954799999999999,3.18,0.48,9.5,5,white,mod_high
5388,6.6,0.26,0.52,8.2,0.047,52.0,191.0,0.99541,3.16,0.47,9.5,6,white,mod_high
5389,6.4,0.27,0.45,8.3,0.05,52.0,196.0,0.9955,3.18,0.48,9.5,5,white,mod_high
5390,6.5,0.26,0.5,8.0,0.051,46.0,197.0,0.99536,3.18,0.47,9.5,5,white,mod_high
5391,6.8,0.25,0.3,11.8,0.043,53.0,133.0,0.99524,3.03,0.58,10.4,6,white,high
5392,6.3,0.32,0.26,12.0,0.049,63.0,170.0,0.9961,3.14,0.55,9.9,6,white,mod_high
5393,5.5,0.24,0.45,1.7,0.046,22.0,113.0,0.99224,3.22,0.48,10.0,5,white,medium
